,Answers,BERT,DistilBERT,Gold_1,Gold_2,BERT_METEOR,DistilBERT_METEOR,BERT_GLEU,DistilBERT_GLEU
8431,['all she wants is net neutrality.'],net neutrality,net neutrality,all she wants is net neutrality.,,0.13740458015267173,0.13740458015267173,0.16666666666666666,0.16666666666666666
8434,['#goeurope or #gousa.'],# goeurope or # gousa,# goeurope or # gousa,#goeurope or #gousa.,,0.21301775147928995,0.21301775147928995,1.0,1.0
8437,['malia and sasha obama'],malia + sasha obama,malia + sasha obama,malia and sasha obama,,0.6000095701609782,0.6000095701609782,0.4,0.4
8440,['the dark fenty beauty foundation shades?'],the dark fenty beauty foundation shades,the dark fenty beauty foundation shades,the dark fenty beauty foundation shades?,,0.7719809156111483,0.7719809156111483,1.0,1.0
8442,['10 years too late'],10,"10yrstoolate — sarah fraser ( @ heyfrase ) november 18 , 2015",10 years too late,,0.20991253644314864,0.0,0.1,0.0
8445,['a few laughs'],laughs,a few laughs,a few laughs,,0.27480916030534347,0.8875013295249914,0.16666666666666666,1.0
8447,['on the flight'],# ebolaqanda — ( @ tonyhunterajh,ebolaqanda,on the flight,,0.0,0.0,0.0,0.0
8450,['humility and kindness'],humility and kindness,humility and kindness,humility and kindness,,0.8875013295249914,0.8875013295249914,1.0,1.0
8454,['a great talent'],a great talent,a great talent,a great talent,,0.8875013295249914,0.8875013295249914,1.0,1.0
8456,['say the girls name'],say her name - stare at this & tell me it ' s worth it,stare at this & tell me it ' s worth it,say the girls name,,0.23645320197044337,0.1350844277673546,0.047619047619047616,0.0
8459,['it is performed live'],this is a bit of a train wreck,this is a bit of a train wreck,it is performed live,,0.15126050420168066,0.15126050420168066,0.038461538461538464,0.038461538461538464
8462,['she has done nothing in the senate'],because she has done nothing in the senate,she has done nothing in the senate,she has done nothing in the senate,,0.9193623617030753,0.9443164829493016,0.8461538461538461,1.0
8463,['he feels let down'],disappointed,disappointed,he feels let down,,0.0,0.0,0.0,0.0
8464,['section 5 public order act.'],section 5 public order act,section 5 public order act,section 5 public order act.,,0.7291176307376644,0.7291176307376644,1.0,1.0
8467,['and armed man'],an armed man,an armed man,and armed man,,0.5616612080957111,0.5616612080957111,0.5,0.5
8473,['the debt ceiling approval'],debt ceiling approval,now a mess,the debt ceiling approval,,0.6988199445078672,0.0,0.6,0.0
8474,['the fix to the unmasking process.'],the fix to the unmasking process,the fix to the unmasking process,the fix to the unmasking process.,,0.7719809156111483,0.7719809156111483,1.0,1.0
8475,['in the light'],in the light,in the light,in the light,,0.8875013295249914,0.8875013295249914,1.0,1.0
8478,['a piece of garbage.'],a crass piece of garbage,crass piece of garbage,a piece of garbage.,,0.572801498960361,0.42124590607178336,0.5,0.6
8480,['jan 21 2017'],"january 2 , 2017","january 2 , 2017",jan 21 2017,,0.22570532915360503,0.22570532915360503,0.16666666666666666,0.16666666666666666
8482,['better call saul'],@ bettercallsaul,bettercallsaul,better call saul,,0.0,0.0,0.0,0.0
8484,"[""i'm working on it! #maga""]",interesting how the u . s . sells taiwan billions of dollars of military equipment but i should not accept a congratulatory call . — donald j . trump,the u . s . sells taiwan billions of dollars of military equipment,i'm working on it! #maga,,0.0,0.0,0.0,0.0
8485,['went to jail.'],went to jail,went to jail,went to jail.,,0.5616612080957111,0.5616612080957111,1.0,1.0
8486,['physics - the refraction of visible light'],blue,pools always blue,physics - the refraction of visible light,,0.0,0.0,0.0,0.0
8487,['the information age exhibit.'],information age exhibition,information age exhibition,the information age exhibit.,,0.4422529197604025,0.4422529197604025,0.3,0.3
8491,['150 years ago'],"september 28 , 2015",superbloodmoon so damn true,150 years ago,,0.0,0.0,0.0,0.0
8493,['over the weekend'],weekend,over weekend,over the weekend,,0.27480916030534347,0.5124555160142348,0.16666666666666666,0.3333333333333333
8495,['they are ratcheted up.'],ratcheted up,the stakes are ratcheted up,they are ratcheted up.,,0.19889502762430938,0.4021440630756882,0.3,0.42857142857142855
8497,['legislation to prevent gun violence'],gun violence,gun violence,legislation to prevent gun violence,,0.3803574772657186,0.3803574772657186,0.21428571428571427,0.21428571428571427
8499,['a star and a heart'],@ gabyamarantos @ tottustu,gabyamarantos,a star and a heart,,0.0,0.0,0.0,0.0
8501,['tina and nancy and the sinatra family'],tina and nancy and the sinatra family,tina and nancy and the sinatra family,tina and nancy and the sinatra family,,0.9443164829493016,0.9443164829493016,1.0,1.0
8503,"[""because of the league's stance and style""]",the league ' s stance or its style,the league ' s stance or its style,because of the league's stance and style,,0.30041724617524335,0.30041724617524335,0.13636363636363635,0.13636363636363635
8509,['early to bed and early to rise'],' early to bed and early to rise,' early to bed and early to rise,early to bed and early to rise,,0.9193623617030753,0.9193623617030753,1.0,1.0
8517,['the white house press corps.'],saturday night live,nbcsnl,the white house press corps.,,0.0,0.0,0.0,0.0
8519,['dram and laflame.'],finna,i ' m really finna go,dram and laflame.,,0.0,0.0,0.0,0.0
8527,['on the jubilee line'],the jubilee line,the jubilee line,on the jubilee line,,0.6988199445078672,0.6988199445078672,0.6,0.6
8530,['arrested and prosecuted'],arrested & prosecuted,arrested & prosecuted,arrested and prosecuted,,0.48,0.48,0.3333333333333333,0.3333333333333333
8531,['realizing a dream'],realizing a dream,realizing a dream,realizing a dream,,0.8875013295249914,0.8875013295249914,1.0,1.0
8533,['kareem hunt and akeem hunt'],kareem hunt and akeem hunt,kareem hunt and akeem hunt,kareem hunt and akeem hunt,,0.9263770987333779,0.9263770987333779,1.0,1.0
8535,['match 30 ghana-equatorial guinea incident'],30 ghana - equatorial guinea,match 30 ghana - equatorial guinea incidents,match 30 ghana-equatorial guinea incident,,0.28800000000000003,0.7590693434229083,0.14285714285714285,0.2222222222222222
8536,"[""billy beane's approach""]",audio,artikel met audio over de succesvolle en vernieuwende aanpak van billy beane,billy beane's approach,,0.0,0.15286624203821658,0.0,0.023809523809523808
8539,"['dec 10, 2015']","december 11 , 2015","december 11 , 2015","dec 10, 2015",,0.22570532915360503,0.22570532915360503,0.16666666666666666,0.16666666666666666
8544,['at the moreton morrell annual show.'],@ warwickshirecol,warwickshire college,at the moreton morrell annual show.,,0.0,0.0,0.0,0.0
8547,['president of ukraine noc @sergey_bubka'],amanda davies,president of ukraine noc @ sergey _ bubka can ' t believes scenes in kiev,president of ukraine noc @sergey_bubka,,0.0,0.5283461092301915,0.0,0.23809523809523808
8551,['the death of louis johnson'],quincy jones,devastated . i love you so much . we did so much together and had such great times . # riplouisjohnson — quincy jones,the death of louis johnson,,0.0,0.0,0.0,0.0
8557,"['poverty, war, and homelessness']",poverty # war # homelessness in nyc,# poverty # war # homelessness,"poverty, war, and homelessness",,0.15754923413566738,0.1643835616438356,0.2857142857142857,0.4
8560,['on southwest airlines.'],southwest airlines,sky wedding,on southwest airlines.,,0.2562277580071174,0.0,0.5,0.0
8563,['the mites on ice'],our mites,what our mites,the mites on ice,,0.19889502762430938,0.1889763779527559,0.1,0.1
8565,['kim jong un'],kim jong un,kim jong un,kim jong un,,0.8875013295249914,0.8875013295249914,1.0,1.0
8567,['they are stumping.'],stumping,stumping,they are stumping.,,0.0,0.0,0.16666666666666666,0.16666666666666666
8570,['every other speech'],just about every other speech than melania ' s plagiarized paragraphs,just about every other speech than melania ' s plagiarized paragraphs,every other speech,,0.5890495549944633,0.5890495549944633,0.17647058823529413,0.17647058823529413
8573,['gift of healing'],the gift of healing,the gift of healing,gift of healing,,0.8346407487695844,0.8346407487695844,0.6,0.6
8577,['prof irwin horwitz'],prof . irwin horwitz,prof . irwin horwitz,prof irwin horwitz,,0.752363097380537,0.752363097380537,1.0,1.0
8580,['why save clarkson?'],save empty cardboard boxes and off - cuts of string,mrjamesmay,why save clarkson?,,0.16628175519630486,0.0,0.03333333333333333,0.0
8584,['expression of regret'],regret for not being able to do something,expression of regret,expression of regret,,0.18227848101265823,0.8875013295249914,0.038461538461538464,1.0
8586,['the crooked places'],crooked places,crooked places,the crooked places,,0.5996383004580546,0.5996383004580546,0.5,0.5
8588,['the ny times'],the ny times,ny times,the ny times,,0.8875013295249914,0.5996383004580546,1.0,0.5
8589,['their grandfather wade'],wade and grandkids,wade and grandkids,their grandfather wade,,0.24,0.24,0.16666666666666666,0.16666666666666666
8590,['just look at'],build - up of russian nukes,"just look at syria ( red line ) , crimea , ukraine and the build - up of russian nukes",just look at,,0.0,0.4273682164646829,0.0,0.1111111111111111
8591,['iraq war 2.0'],iraq war,iraq war,iraq war 2.0,,0.5996383004580546,0.5996383004580546,0.5,0.5
8592,['vice president joe biden'],pope francis,pope francis,vice president joe biden,,0.0,0.0,0.0,0.0
8596,['breaking bad helpline'],breaking bad,breaking bad,breaking bad helpline,,0.5996383004580546,0.5996383004580546,0.5,0.5
8599,['a romantic one.'],romantic,romantic,a romantic one.,,0.27480916030534347,0.27480916030534347,0.16666666666666666,0.16666666666666666
8600,"['record, song, and album of the year']","record , song , or album of the year","record , song , or album of the year","record, song, and album of the year",,0.4939821346461141,0.4939821346461141,0.5909090909090909,0.5909090909090909
8613,['he refused to do the ice bucket challenge.'],refused to do ice bucket challenge,""" refused to do ice bucket challenge """,he refused to do the ice bucket challenge.,,0.5702897940195722,0.5432010288036425,0.46153846153846156,0.46153846153846156
8615,"['the show, music, kids, cast.']",this show . i will miss the music,""" the kids","the show, music, kids, cast.",,0.12926391382405747,0.15584415584415584,0.13636363636363635,0.14285714285714285
8616,"[""it doesn't matter.""]",it doesn ' t matter who wins,victor dubuisson,it doesn't matter.,,0.1914893617021277,0.0,0.1111111111111111,0.0
8620,['york regional police'],"we drove by , we ' d intervene . think of twitter as a virtual street corner . — york regional police",we drove by,york regional police,,0.4027993931278327,0.0,0.09090909090909091,0.0
8621,['he likes to reflect on it'],reflect,the way to get back from and reflect on a good race,he likes to reflect on it,,0.14257425742574256,0.3361398152162343,0.05555555555555555,0.09523809523809523
8622,['elf on the shelf.'],elf,our elf on the shelf,elf on the shelf.,,0.20991253644314864,0.6354424793735022,0.1,0.7142857142857143
8624,['ll cool j'],joann nethea,youll cool j,ll cool j,,0.0,0.5616612080957111,0.0,0.5
8630,['the eiffel tower'],the eiffel tower,eiffel tower,the eiffel tower,,0.8875013295249914,0.5996383004580546,1.0,0.5
8639,['travel to ohio'],travel to ohio,travel to ohio,travel to ohio,,0.8875013295249914,0.8875013295249914,1.0,1.0
8641,['disney and pixar'],pixar,pixar,disney and pixar,,0.27480916030534347,0.27480916030534347,0.16666666666666666,0.16666666666666666
8642,['the independence bowl.'],brett mcmurphy,w / independence bowl,the independence bowl.,,0.0,0.22570532915360503,0.0,0.5
8643,['the besieged fortress'],kobani,kobani,the besieged fortress,,0.0,0.0,0.0,0.0
8649,['paul ryan and others'],paul ryan,paul ryan,paul ryan and others,,0.4654650895820811,0.4654650895820811,0.3,0.3
8650,"['general james ""mad dog"" mattis.']","general james "" mad dog "" mattis","general james "" mad dog "" mattis","general james ""mad dog"" mattis.",,0.3131939822095044,0.3131939822095044,1.0,1.0
8657,['being recognized by peers'],to be recognised by peers,what an honour to be recognised by peers,being recognized by peers,,0.8700687717633225,0.7658798642202357,0.21428571428571427,0.11538461538461539
8660,"[""we've lost a great man and father""]","we ' ve lost a great , laid back , sweet , cool man & father",awful,we've lost a great man and father,,0.4688625795195462,0.0,0.21052631578947367,0.0
8662,['there is a new sheriff'],there ' s a new sheriff in town,there ' s a new sheriff in town,there is a new sheriff,,0.6050210500133335,0.6050210500133335,0.3181818181818182,0.3181818181818182
8663,['a full moon.'],full moon,it ' s been 38,a full moon.,,0.2562277580071174,0.0,0.5,0.0
8666,['yahoo sports is one of them'],@ yahoosports,yahoosports,yahoo sports is one of them,,0.0,0.0,0.0,0.0
8669,['nasa and nasajpl'],@ nasa & @ nasajpl,@ nasa & @ nasajpl mission team curiosity rover,nasa and nasajpl,,0.4260355029585799,0.34782608695652173,0.3333333333333333,0.1111111111111111
8674,['because the tsa delayed the boarding process.'],terrible,terrible . 15 whole minutes,because the tsa delayed the boarding process.,,0.0,0.0,0.0,0.0
8675,['it was beset by ice.'],beset by ice,ice 100nm east of french base dumont d ' urville,it was beset by ice.,,0.3647150701920202,0.0,0.42857142857142855,0.03333333333333333
8677,['from tatuape to praca de se.'],8 . 5km from tatuape to praca da se ben tavener,tatuape,from tatuape to praca de se.,,0.5245450580846507,0.14257425742574256,0.3235294117647059,0.05555555555555555
8680,"[""derek fisher's name""]",derek fisher,derek fisher,derek fisher's name,,0.2562277580071174,0.2562277580071174,0.16666666666666666,0.16666666666666666
8681,['make us smile'],one to make us all smile,make us all smile,make us smile,,0.6722796304324686,0.752363097380537,0.2222222222222222,0.4
8682,['the usbahaiopa commissioners.'],uscirf commissioners,@ uscirf commissioners,the usbahaiopa commissioners.,,0.0,0.0,0.16666666666666666,0.16666666666666666
8683,['russian meddling in our election'],russian meddling in our election,russian meddling in our election . he vehemently denied it,russian meddling in our election,,0.9263770987333779,0.7784681501961159,1.0,0.4666666666666667
8685,['around citic tower'],citic tower,citic tower,around citic tower,,0.5996383004580546,0.5996383004580546,0.5,0.5
8686,['dubai world cup'],dubai world cup,dubai world cup,dubai world cup,,0.8875013295249914,0.8875013295249914,1.0,1.0
8687,['a soccer twitter'],@ psg _ inside,fierdeparis psg officiel,a soccer twitter,,0.0,0.0,0.0,0.0
8690,['2018/2022 fifa world cup bidding process'],2018 / 2022 fifa world cup bidding process,2018 / 2022 fifa world cup bidding process,2018/2022 fifa world cup bidding process,,0.726000861076315,0.726000861076315,0.6363636363636364,0.6363636363636364
8692,['pink and yellow'],what color are the female stars ? this dark and gritty ' # powerrangers,dark and gritty ' # powerrangers,pink and yellow,,0.14145383104125736,0.20168067226890757,0.02631578947368421,0.1
8693,['that he is possibly a character from zoolander.'],kanye isn ' t just a character from zoolander,billyeichner,that he is possibly a character from zoolander.,,0.3250920620970664,0.0,0.38461538461538464,0.0
8696,['jayz and beyonce'],jayz and beyonce,jayz and beyonce,jayz and beyonce,,0.8875013295249914,0.8875013295249914,1.0,1.0
8698,['bobby wagner and others'],bobby wagner,bobby wagner,bobby wagner and others,,0.4654650895820811,0.4654650895820811,0.3,0.3
8699,['nsa and/or fortmeade public affairs.'],# nsa and / or # fortmeade public affairs,nsa and / or # fortmeade public affairs,nsa and/or fortmeade public affairs.,,0.41667331261179036,0.43088658539388025,0.3888888888888889,0.3888888888888889
8701,['the sean hannity show.'],seanhannity show . i don ' t see what sean,seanhannity show . i don ' t see what sean sees in her — loser,the sean hannity show.,,0.14007782101167315,0.11822660098522168,0.07692307692307693,0.043478260869565216
8704,['the amtrak train that derailed passed them'],the amtrak train that derailed passed us,the amtrak train that derailed passed us,the amtrak train that derailed passed them,,0.8028996069710919,0.8028996069710919,0.8181818181818182,0.8181818181818182
8705,['us democratic national committee'],us democratic national committee,us democratic national committee,us democratic national committee,,0.9113970384220804,0.9113970384220804,1.0,1.0
8713,['for not being able to do something'],""" expression of regret for not being able to do something",""" expression of regret for not being able to do something """,for not being able to do something,,0.8518318789491123,0.8314736327855485,0.6470588235294118,0.6470588235294118
8714,['it was racist'],"racist "" humor "" at the nbas last night is not okay",not okay,it was racist,,0.15286624203821658,0.0,0.029411764705882353,0.0
8718,['at the white house'],the white house,white house,at the white house,,0.6988199445078672,0.4654650895820811,0.6,0.3
8720,['pro-officer darren wilson'],darren wilson,darren wilson,pro-officer darren wilson,,0.5996383004580546,0.5996383004580546,0.5,0.5
8722,['the holi festival.'],holi festival,holi festival,the holi festival.,,0.2562277580071174,0.2562277580071174,0.5,0.5
8723,['obamacare lite bill'],obamacare lite bill,obamacare lite bill,obamacare lite bill,,0.8875013295249914,0.8875013295249914,1.0,1.0
8724,['for hamilton tickets.'],everyone who is going to # boycotthamilton,take your tickets,for hamilton tickets.,,0.0,0.0,0.0,0.16666666666666666
8725,['he shed a tear.'],a single tear,watery or shed a single tear,he shed a tear.,,0.1889763779527559,0.3846994575998021,0.2,0.2222222222222222
8727,"['health care reform, defense bill, russia sanctions']","health care reform , defense bill & # russiasanctions",health care reform,"health care reform, defense bill, russia sanctions",,0.3252084391116413,0.2700294269690919,0.6363636363636364,0.2727272727272727
8728,['a wta racket'],wta ace leading serve,ace leading serve,a wta racket,,0.22570532915360503,0.0,0.1,0.0
8730,['spain and chile.'],chile vs # spain,spain,spain and chile.,,0.22570532915360503,0.27480916030534347,0.3333333333333333,0.16666666666666666
8732,['san diego zoo'],sandiegozoo,sandiegozoo,san diego zoo,,0.0,0.0,0.0,0.0
8738,['presumably w a straight face.'],w a straight face,presumably w a straight face,presumably w a straight face.,,0.5535351327598699,0.7291176307376644,0.7142857142857143,1.0
8739,['a place at risk from climate change'],a place at risk,a place at risk frm climate change # dropbp greenpeace uk,a place at risk from climate change,,0.5669654982407966,0.6862123681894262,0.45454545454545453,0.38235294117647056
8740,['10 body parts.'],ten,ten,10 body parts.,,0.27480916030534347,0.27480916030534347,0.0,0.0
8744,['watch breaking bad again'],watch all of breaking bad again,watch all of breaking bad again,watch breaking bad again,,0.7693989151996042,0.7693989151996042,0.3888888888888889,0.3888888888888889
8746,['humor and love'],your humor and love,your humor and love,humor and love,,0.8346407487695844,0.8346407487695844,0.6,0.6
8749,['on fashion police'],@ mrbradgoreski,mrbradgoreski,on fashion police,,0.0,0.0,0.0,0.0
8750,['been tremendous pressure'],"tremendous pressure within durant ' s inner - circle to make dramatic move , to ride endorsement wave of change . well , he did it","there ' s been tremendous pressure within durant ' s inner - circle to make dramatic move , to ride endorsement wave of change . well , he did it",been tremendous pressure,,0.22862735743380375,0.32749126550737695,0.038461538461538464,0.06666666666666667
8751,['israeli golan heights'],northern israeli golan heights,northern israeli golan heights,israeli golan heights,,0.8346407487695844,0.8346407487695844,0.6,0.6
8753,"['friends, family, and support team']","all my friends , family , support team","all my friends , family , support team","friends, family, and support team",,0.30251052500666675,0.30251052500666675,0.3333333333333333,0.3333333333333333
8754,"[""he isn't sure""]",@ markgeragos,markgeragos,he isn't sure,,0.0,0.0,0.0,0.0
8756,['make sure it keeps its meaning'],make sure the truth keeps its meaning,make sure the truth keeps its meaning,make sure it keeps its meaning,,0.7020368708286171,0.7020368708286171,0.4090909090909091,0.4090909090909091
8759,['this cat at themcsoca'],marci robin,cat at @ themcspca,this cat at themcsoca,,0.0,0.42124590607178336,0.0,0.3
8761,['new efforts to counter the gun lobby.'],weigh in for a story,weigh in for a story,new efforts to counter the gun lobby.,,0.0,0.0,0.0,0.0
8765,['his reckless vision of america'],reckless vision for america,reckless vision for america,his reckless vision of america,,0.49896845751432695,0.49896845751432695,0.2857142857142857,0.2857142857142857
8771,['je suis charlie'],stand up to terrorism,terrorism,je suis charlie,,0.0,0.0,0.0,0.0
8772,['he was talking about being on the bachelors'],news media was,ariejr,he was talking about being on the bachelors,,0.10212765957446807,0.0,0.038461538461538464,0.0
8773,['in a bowling alley'],a bowling alley,a bowling alley,in a bowling alley,,0.6988199445078672,0.6988199445078672,0.6,0.6
8774,['every single thing'],every single thing,every single thing,every single thing,,0.8875013295249914,0.8875013295249914,1.0,1.0
8780,['the united states'],united states,united states navy research drone in international waters - rips it out of water and takes it to china,the united states,,0.5996383004580546,0.2789707987230354,0.5,0.045454545454545456
8781,['people of texas'],the people of texas,the people of texas,people of texas,,0.8346407487695844,0.8346407487695844,0.6,0.6
8783,['heat and cavs'],heat and cavs,heat and cavs,heat and cavs,,0.8875013295249914,0.8875013295249914,1.0,1.0
8784,['x factor judge and song writing'],"january 23 , 2016","louis tomlinson ( @ louis _ tomlinson ) january 23 , 2016",x factor judge and song writing,,0.0,0.0,0.0,0.0
8787,['circa 2005 treo 750'],treo 750,treo 750,circa 2005 treo 750,,0.4654650895820811,0.4654650895820811,0.3,0.3
8790,['they were ambushed.'],they were ambushed,both officers were sitting in when they were ambushed,they were ambushed.,,0.5616612080957111,0.4070008754316748,1.0,0.2
8792,['bring members back to debate/vote'],bring members back to debate / vote on aumf,bring members back to debate / vote on aumf that supports current mission but ensures no ground troops,bring members back to debate/vote,,0.6329146100153336,0.488030542662426,0.38461538461538464,0.16129032258064516
8794,['the trans sisters'],trans sisters,my trans sisters,the trans sisters,,0.5996383004580546,0.5616612080957111,0.5,0.5
8800,['that she was utterly amazing.'],utterly amazing,utterly amazing,that she was utterly amazing.,,0.16252821670428894,0.16252821670428894,0.21428571428571427,0.21428571428571427
8803,['the backelorette finale'],# thebachelorettefinale,# thebachelorettefinale,the backelorette finale,,0.0,0.0,0.0,0.0
8804,['too much feels'],too much,too much feels,too much feels,,0.5996383004580546,0.8875013295249914,0.5,1.0
8807,['quantum of the seas'],quantum of the seas,quantum of the seas,quantum of the seas,,0.9113970384220804,0.9113970384220804,1.0,1.0
8808,['class and respect'],class & respect,class & respect,class and respect,,0.48,0.48,0.3333333333333333,0.3333333333333333
8812,['hov and solange'],solange,neko,hov and solange,,0.27480916030534347,0.0,0.16666666666666666,0.0
8815,['what she wrote'],what i wrote,what i wrote,what she wrote,,0.48,0.48,0.3333333333333333,0.3333333333333333
8818,['a free doughnut'],free donut,free donut,a free doughnut,,0.5996383004580546,0.5996383004580546,0.16666666666666666,0.16666666666666666
8820,['the baltimore riots'],# baltimoreriots beating anderson cooper 360°,baltimoreriots,the baltimore riots,,0.0,0.0,0.0,0.0
8824,['been on a date with a man'],on a date with a man,you are not a woman who has ever been on a date with a man,been on a date with a man,,0.8253006239056745,0.7758468756625717,0.8181818181818182,0.4074074074074074
8825,['guardians of the galaxy'],# guardiansofthegalaxy,guardiansofthegalaxy,guardians of the galaxy,,0.0,0.0,0.0,0.0
8829,['who britt mchenry was'],who britt mchenry was,britt mchenry was before but i now i know she ' s the kind of woman i hope i ' ve taught my daughters,who britt mchenry was,,0.9113970384220804,0.3413466652019198,1.0,0.07317073170731707
8830,['september 21st in france'],"september 21 , 2014","september 21 , 2014",september 21st in france,,0.18,0.18,0.1,0.1
8833,['he looks like arthur'],he looks like arthur,he looks like arthur,he looks like arthur,,0.9113970384220804,0.9113970384220804,1.0,1.0
8835,['the earthquake that hit nepal.'],the catastrophic earthquake,the catastrophic earthquake,the earthquake that hit nepal.,,0.3116883116883117,0.3116883116883117,0.14285714285714285,0.14285714285714285
8841,['at the grammy red carpet.'],@ ricflairnatrboy,grammysredcarpet,at the grammy red carpet.,,0.0,0.0,0.0,0.0
8842,"[""a 'men's march'""]",a ' men ' s march ',men ' s march,a 'men's march',,0.1914893617021277,0.0,0.2,0.16666666666666666
8844,['patriots & falcons'],patriots & falcons,patriots & falcons,patriots & falcons,,0.8875013295249914,0.8875013295249914,1.0,1.0
8845,['san diego comic con'],# sdcc,briantruitt,san diego comic con,,0.0,0.0,0.0,0.0
8847,['he peed on it!'],peed,peed on my dress,he peed on it!,,0.20991253644314864,0.42124590607178336,0.1,0.3
8851,['he thinks it is classy of her.'],definitely agree that have to be aware,definitely agree that have to be aware,he thinks it is classy of her.,,0.0,0.0,0.0,0.0
8852,['come save me'],come save me,mayormark come save me jesus barragan,come save me,,0.8875013295249914,0.745799436575623,1.0,0.3333333333333333
8857,['dr. neil starr'],dr . neil starr,dr . neil starr,dr. neil starr,,0.5282080326918914,0.5282080326918914,1.0,1.0
8858,['at the gop convention'],# gopconvention cnn politics,the # gopconvention cnn politics,at the gop convention,,0.0,0.1718377088305489,0.0,0.1
8861,['raising this unprofessional incident with russia'],raising this unprofessional incident with russia,raising this unprofessional incident with russia,raising this unprofessional incident with russia,,0.9367162081329405,0.9367162081329405,1.0,1.0
8862,['little jimmy dickens'],little jimmy dickens,alan jackson,little jimmy dickens,,0.8875013295249914,0.0,1.0,0.0
8863,['upload the audio to the elevator fight'],upload the audio to that elevator fight feat,upload the audio to that elevator fight feat,upload the audio to the elevator fight,,0.6676045286909355,0.6676045286909355,0.5,0.5
8866,['more money advance his career'],if knicks prefer trade,if knicks prefer trade,more money advance his career,,0.0,0.0,0.0,0.0
8869,['he remains semper fidelis'],thoughts & prayers are with our marines & their families in hawaii as search efforts continue . we remain semper fidelis @ usmc @ usnavy @ uscg,thoughts & prayers are with our marines & their families in hawaii,he remains semper fidelis,,0.3181008349551941,0.0,0.038461538461538464,0.0
8870,"[""i haven't had time.""]",why not tell me when i am booking my ticket,why not tell me when i am booking my ticket,i haven't had time.,,0.14007782101167315,0.14007782101167315,0.029411764705882353,0.029411764705882353
8871,['too afraid to challenge party lines'],very concerned about russian interference / actions at home & throughout the world,very concerned about russian interference / actions at home & throughout the world,too afraid to challenge party lines,,0.0,0.0,0.0,0.0
8872,['trumps golf club and t tower'],trumps golf club and t tower,trumps golf club and t tower,trumps golf club and t tower,,0.9367162081329405,0.9367162081329405,1.0,1.0
8873,['new owners and new management'],new owners and a new management team in place,new owners and a new management team,new owners and new management,,0.7544458733383924,0.8077338718269776,0.3,0.4090909090909091
8874,['restaurants there to serve us'],restaurants there to serve us,restaurants there to serve us,restaurants there to serve us,,0.9263770987333779,0.9263770987333779,1.0,1.0
8875,['the bachelor producers'],# thebachelor producers,# thebachelor producers,the bachelor producers,,0.24,0.24,0.16666666666666666,0.16666666666666666
8876,['a senior trump advisor'],senior trump adviser,senior trump adviser,a senior trump advisor,,0.6988199445078672,0.6988199445078672,0.3,0.3
8878,['transit police sgt'],transit police sgt,transit police sgt,transit police sgt,,0.8875013295249914,0.8875013295249914,1.0,1.0
8879,['within a month'],"february 5 , 2015","february 5 , 2015",within a month,,0.0,0.0,0.0,0.0
8880,['an intimidating ocean'],intimidating ocean,intimidating ocean,an intimidating ocean,,0.5996383004580546,0.5996383004580546,0.5,0.5
8881,['@stlcountypd and @kdemoff'],niners nation,stlcountypd @ kdemoff,@stlcountypd and @kdemoff,,0.0,0.0,0.0,0.3333333333333333
8885,['his dreads were not malicious.'],less than stellar,"don ' t police my hair , sir",his dreads were not malicious.,,0.0,0.0,0.0,0.0
8890,['the ultimate warrior'],the ultimate warrior,the ultimate warrior,the ultimate warrior,,0.8875013295249914,0.8875013295249914,1.0,1.0
8891,['that the world was gonna roll her.'],the world was gonna roll me,the world was gonna roll me,that the world was gonna roll her.,,0.6801593970142275,0.6801593970142275,0.6363636363636364,0.6363636363636364
8897,['kneel at the feet of queen'],"kneel at the feet of the gg , or the queen","kneel at the feet of the gg , or the queen ? or do we just post it to him",kneel at the feet of queen,,0.6906584980270253,0.5542813581163772,0.4411764705882353,0.22727272727272727
8899,['chanting islamic prayer'],hana ali,hana ali,chanting islamic prayer,,0.0,0.0,0.0,0.0
8900,['dwarf planet ceres'],cratered surface,"dwarf planet # ceres , new @ nasa _ dawn images hint at a cratered surface",dwarf planet ceres,,0.0,0.43876385386543204,0.0,0.14285714285714285
8903,['tony london and tim bostic'],tony london and tim bostic,tony london and tim bostic,tony london and tim bostic,,0.9263770987333779,0.9263770987333779,1.0,1.0
8907,['it is dead and irrelevant'],"not much is as "" dead "" or irrelevant as national review thanks to guidance of goldberg , a total loser","dead "" or irrelevant",it is dead and irrelevant,,0.26865671641791045,0.2993762993762994,0.045454545454545456,0.14285714285714285
8910,['the pacers and the l.a. clippers'],"pacers last played on wednesday , spent weekend in la . clippers",pacers,the pacers and the l.a. clippers,,0.20168067226890757,0.14257425742574256,0.11764705882352941,0.05555555555555555
8912,['nazis and hate'],nazis,nazis and hate,nazis and hate,,0.27480916030534347,0.8875013295249914,0.16666666666666666,1.0
8915,['couple of presents'],a couple of presents,a couple of presents,couple of presents,,0.8346407487695844,0.8346407487695844,0.6,0.6
8917,['her wearing a seersucker suit'],wearing a seersucker suit,"interests , ideals or otherwise",her wearing a seersucker suit,,0.7579185350703372,0.0,0.7142857142857143,0.0
8921,"[""the woodpecker's back""]",woodpecker ' s back,woodpecker ' s back,the woodpecker's back,,0.22570532915360503,0.22570532915360503,0.16666666666666666,0.16666666666666666
